-13.0       -5.5     3
-12.5       -5.5     3

-13.0       -5.0     3
-12.5       -5.0     3

-13.0       -4.5     3
-12.5       -4.5     3

-13.0       -4.0     3
-12.5       -4.0     3

-13.0       -3.5     3
-12.5       -3.5     3

-13.0       -3.0     3
-12.5       -3.0     3

-13.0       -2.5     3
-12.5       -2.5     3

-13.0       -2.0     3
-12.5       -2.0     3


-12.0       -2.0     3
-11.5       -2.0     3
-11.0       -2.0     3
-10.5       -2.0     3
-10.0       -2.0     3
-9.5        -2.0     3
-9.0        -2.0     3
-8.5        -2.0     3
-8.0        -2.0     3
-7.5        -2.0     3
-7.0        -2.0     3
-6.5        -2.0     3
-6.0        -2.0     3
-5.5        -2.0     3
-5.0        -2.0     3
-4.5        -2.0     3
-4.0        -2.0     3
-3.5        -2.0     3
-3.0        -2.0     3
-2.5        -2.0     3
-2.0        -2.0     3
-1.5        -2.0     3
-1.0        -2.0     3
-0.5        -2.0     3
-0.0        -2.0     3
0.5        -2.0     3
1.0        -2.0     3
1.5        -2.0     3
2.0        -2.0     3
2.5        -2.0     3
3.0        -2.0     3
3.5        -2.0     3

-13.5       -2.0     3
-14.0       -2.0     3
-14.5       -2.0     3
-15.0       -2.0     3
-15.5       -2.0     3
-16.0       -2.0     3
-16.5       -2.0     3
-17.0       -2.0     3
-17.5       -2.0     3
-18.0       -2.0     3
-18.5       -2.0     3
-19.0       -2.0     3
-19.5       -2.0     3
-20.0       -2.0     3
-20.5       -2.0     3
-21.0       -2.0     3
-21.5       -2.0     3
-22.0       -2.0     3
-22.5       -2.0     3
-23.0       -2.0     3
-23.5       -2.0     3
-24.0       -2.0     3
-24.5       -2.0     3

-24.0       -2.5     3
-24.5       -2.5     3

-24.0       -3.0     3
-24.5       -3.0     3

-24.0       -3.5     3
-24.5       -3.5     3

-24.0       -4.0     3
-24.5       -4.0     3

-24.0       -4.5     3
-24.5       -4.5     3

-24.0       -5.0     3
-24.5       -5.0     3

-24.0       -5.5     3
-24.5       -5.5     3

-24.0       -6.0     3
-24.5       -6.0     3

-24.0       -6.5     3
-24.5       -6.5     3

-24.0       -7.0     3
-24.5       -7.0     3

-24.0       -7.5     3
-24.5       -7.5     3

-24.0       -8.0     3
-24.5       -8.0     3

-24.0       -8.5     3
-24.5       -8.5     3

-24.0       -9.0     3
-24.5       -9.0     3

-24.0       -9.5     3
-24.5       -9.5     3


-26.0      -10.0      3
-25.5      -10.0      3
-25.0	   -10.0	  3
-24.5	   -10.0  	  3
-24.0       -10.0     3
-23.5       -10.0     3
-23.0       -10.0     3
-22.5       -10.0     3



-26.0      -10.5      3
-25.5      -10.5      3
-25.0	   -10.5	  3
-24.5	   -10.5  	  3
-24.0       -10.5     3
-23.5       -10.5     3
-23.0       -10.5     3
-22.5       -10.5     3

-26.0      -11.0      3
-25.5      -11.0      3






-23.0       -11.0     3
-22.5       -11.0     3

-26.0      -11.5      3
-25.5      -11.5      3






-23.0       -11.5     3
-22.5       -11.5     3

-26.0       -12.0      3
-25.5       -12.0      3





-23.0       -12.0     3
-22.5       -12.0     3

-26.0       -12.5      3
-25.5       -12.5      3





-23.0       -12.5     3
-22.5       -12.5     3

-26.0       -13.0      3
-25.5       -13.0      3




-23.0       -13.0     3
-22.5       -13.0     3

-26.0       -13.5      3
-25.5       -13.5      3
   
   
   
   

-23.0       -13.5     3
-22.5       -13.5     3

-26.0       -14.0      3
-25.5       -14.0      3





-23.0       -14.0     3
-22.5       -14.0     3

-26.0       -14.5      3
-25.5       -14.5      3
-25.0	    -14.5	  3
-24.5	    -14.5     3
-24.0       -14.5     3
-23.5       -14.5     3
-23.0       -14.5     3
-22.5       -14.5     3

-26.0       -15.0      3
-25.5       -15.0      3
-25.0	    -15.0	  3
-24.5	    -15.0  	  3
-24.0       -15.0     3
-23.5       -15.0     3
-23.0       -15.0     3
-22.5       -15.0     3



-24.0       -9.5     3
-24.5       -9.5     3

-13.0       -9.0     3
-12.5       -9.0     3

-13.0       -8.5     3
-12.5       -8.5     3

-13.0       -8.0     3
-12.5       -8.0     3

-13.0       -7.5     3
-12.5       -7.5     3

-13.0       -7.0     3
-12.5       -7.0     3

-13.0       -6.5     3
-12.5       -6.5     3

-13.0       -6.0     3
-12.5       -6.0     3

-13.0       -5.5     3
-12.5       -5.5     3

-13.0       -5.0     3
-12.5       -5.0     3

-13.0       -4.5     3
-12.5       -4.5     3

-13.0       -4.0     3
-12.5       -4.0     3

-13.0       -3.5     3
-12.5       -3.5     3

-13.0       -3.0     3
-12.5       -3.0     3

-13.0       -2.5     3
-12.5       -2.5     3

-13.0       -2.0     3
-12.5       -2.0     3

2.5	   -1.5  	3
3.0    -1.5     3

2.5	   -1.0  	3
3.0    -1.0     3

2.5	   -0.5  	3
3.0    -0.5     3

2.5	   0.0  	3
3.0    0.0      3

1.5	   0.5	    3
2.0	   0.5      3
2.5	   0.5  	3
3.0    0.5      3
3.5    0.5      3
4.0    0.5      3

1.5	   1.0	    3
2.0	   1.0      3
2.5	   1.0  	3
3.0    1.0      3
3.5    1.0      3
4.0    1.0      3

1.5	   1.5	    3
2.0	   1.5      3
2.5	   1.5  	3
3.0    1.5      3
3.5    1.5      3
4.0    1.5      3

1.5	   2.0	    3
2.0	   2.0      3
2.5	   2.0  	3
3.0    2.0      3
3.5    2.0      3
4.0    2.0      3

1.5	   2.5	    3
2.0	   2.5      3
2.5	   2.5  	3
3.0    2.5      3
3.5    2.5      3
4.0    2.5      3

1.5	   3.0	    3
2.0	   3.0      3
2.5	   3.0  	3
3.0    3.0      3
3.5    3.0      3
4.0    3.0      3


23.5   24.0     3
23.5   24.5     3
23.5   25.0     3
23.5   25.5     3
23.0   24.0     3
23.0   24.5     3
23.0   25.0     3
23.0   25.5     3
22.5   24.0     3
22.5   24.5     3
22.5   25.0     3
22.5   25.5     3


23.0   23.5     0
22.5   23.5     0
22.0   23.5     0
21.5   23.5     0
21.0   23.5     0
20.5   23.5     0
20.0   23.5     0
19.5   23.5     0
19.0   23.5     0
18.5   23.5     0
18.0   23.5     0
17.5   23.5     0
17.0   23.5     0
16.5   23.5     0
16.0   23.5     0
15.5   23.5     0
15.0   23.5     0
14.5   23.5     0
14.0   23.5     0
13.5   23.5     0
13.0   23.5     0
12.5   23.5     0
12.0   23.5     0
11.5   23.5     0
11.0   23.5     0
10.5   23.5     0
10.0   23.5     0
 9.5   23.5     0
 9.0   23.5     0
 8.5   23.5     0
 8.0   23.5     0
 7.5   23.5     0
 7.0   23.5     0
 6.5   23.5     0
 6.0   23.5     0
 5.5   23.5     0
 5.0   23.5     0
 4.5   23.5     0
 4.0   23.5     0
 3.5   23.5     0
 3.0   23.5     0
 2.5   23.5     0
 2.0   23.5     0
 1.5   23.5     0
 1.0   23.5     0
 0.5   23.5     0
 0.0   23.5     0
-0.5   23.5     0
-1.0   23.5     0
-1.5   23.5     0
-2.0   23.5     0
-2.5   23.5     0

-2.5   23.0     1
-2.5   22.5     1
-2.5   22.0     1
-2.5   21.5     1
-2.5   21.0     1
-2.5   20.5     1
-2.5   20.0     1
-2.5   19.5     1
-2.5   19.0     1
-2.5   18.5     1
-2.5   18.0     1
-2.5   17.5     1
-2.5   17.0     1
-2.5   16.5     1
-2.5   16.0     1
-2.5   15.5     1
-2.5   15.0     1
-2.5   14.5     1
-2.5   14.0     1
-2.5   13.5     1
-2.5   13.0     1
-2.5   12.5     1
-2.5   12.0     1
-2.5   11.5     1
-2.5   11.0     1
-2.5   10.5     1
-2.5   10.0     1
-2.5    9.5     1
-2.5    9.0     1
-2.5    8.5     1
-2.5    8.0     1
-2.5    7.5     1
-2.5    7.0     1
-2.5    6.5     1
-2.5    6.0     1
-2.5    5.5     1
-2.5    5.0     1
-2.5    4.5     1
-2.5    4.0     1
-2.5    3.5     1
-2.5    3.0     1
-2.5    2.5     1
-2.5    2.0     1
-2.5    1.5     1
-2.5    1.0     1
-2.5    0.5     1
-2.5    0.0     1
-2.5   -0.5     1
-2.5   -1.0     1
-2.5   -1.5     1

-22.5   10.0     1
-22.5    9.5     1
-22.5    9.0     1
-22.5    8.5     1
-22.5    8.0     1
-22.5    7.5     1
-22.5    7.0     1
-22.5    6.5     1
-22.5    6.0     1
-22.5    5.5     1
-22.5    5.0     1
-22.5    4.5     1
-22.5    4.0     1
-22.5    3.5     1
-22.5    3.0     1
-22.5    2.5     1
-22.5    2.0     1
-22.5    1.5     1
-22.5    1.0     1
-22.5    0.5     1
-22.5    0.0     1
-22.5   -0.5     1
-22.5   -1.0     1
-22.5   -1.5     1

-21.0   10.5     3
-21.5   10.5     3
-22.0   10.5     3
-22.5   10.5     3
-23.0   10.5     3
-23.5   10.5     3
-24.0   10.5     3

-21.0   11.0     3
-21.5   11.0     3
-22.0   11.0     3
-22.5   11.0     3
-23.0   11.0     3
-24.0   11.0     3
-23.5   11.0     3
-24.0   11.0     3

-21.0   11.5     3
-21.5   11.5     3
-22.0   11.5     3
-22.5   11.5     3
-23.0   11.5     3
-23.5   11.5     3
-24.0   11.5     3

-21.0   12.0     3
-21.5   12.0     3
-22.0   12.0     3
-22.5   12.0     3
-23.0   12.0     3
-23.5   12.0     3
-24.0   12.0     3

-21.0   12.5     3
-21.5   12.5     3
-22.0   12.5     3
-22.5   12.5     3
-23.0   12.5     3
-23.5   12.5     3
-24.0   12.5     3

-21.0   13.0     3
-21.5   13.0     3
-22.0   13.0     3
-22.5   13.0     3
-23.0   13.0     3
-23.5   13.0     3
-24.0   13.0     3

-21.0   13.5     3
-21.5   13.5     3
-22.0   13.5     3
-22.5   13.5     3
-23.0   13.5     3
-23.5   13.5     3
-24.0   13.5     3


-14.0   19.5     3
-14.5   19.5     3
-15.0   19.5     3
-15.5   19.5     3
-16.0   19.5     3
-16.5   19.5     3
-17.0   19.5     3
-17.5   19.5     3

-14.0   20.0     3
-14.5   20.0     3
-15.0   20.0     3
-15.5   20.0     3
-16.0   20.0     3
-16.5   20.0     3
-17.0   20.0     3
-17.5   20.0     3

-14.0   20.5     3
-14.5   20.5     3
-15.0   20.5     3
-15.5   20.5     3
-16.0   20.5     3
-16.5   20.5     3
-17.0   20.5     3
-17.5   20.5     3

-14.0   21.0     3
-14.5   21.0     3
-15.0   21.0     3
-15.5   21.0     3
-16.0   21.0     3
-16.5   21.0     3
-17.0   21.0     3
-17.5   21.0     3

-14.0   21.5     3
-14.5   21.5     3
-15.0   21.5     3
-15.5   21.5     3
-16.0   21.5     3
-16.5   21.5     3
-17.0   21.5     3
-17.5   21.5     3


14.0   -12.0     0
14.5   -12.0     0
15.0   -12.0     0
15.5   -12.0     0
16.0   -12.0     0
16.5   -12.0     0
17.0   -12.0     0
17.5   -12.0     0
18.0   -12.0     0
18.5   -12.0     0
19.0   -12.0     0
19.5   -12.0     0
20.0   -12.0     0
20.5   -12.0     0
21.0   -12.0     0
21.5   -12.0     0
22.0   -12.0     0
22.5   -12.0     0

15.0   -12.5     3
15.5   -12.5     3
16.0   -12.5     3
16.5   -12.5     3
17.0   -12.5     3

15.0   -13.0     3
15.5   -13.0     3
16.0   -13.0     3
16.5   -13.0     3
17.0   -13.0     3

15.0   -13.5     3
15.5   -13.5     3
16.0   -13.5     3
16.5   -13.5     3
17.0   -13.5     3

14.0   -14.0     0
14.5   -14.0     0
15.0   -14.0     0
15.5   -14.0     0
16.0   -14.0     0
16.5   -14.0     0
17.0   -14.0     0
17.5   -14.0     0
18.0   -14.0     0
18.5   -14.0     0
19.0   -14.0     0
19.5   -14.0     0
20.0   -14.0     0
20.5   -14.0     0
21.0   -14.0     0
21.5   -14.0     0
22.0   -14.0     0
22.5   -14.0     0

0.0 0.0 0.0



row of 0s ends the actual data

horz line	0
vert line	1
no line		2
grey		3
